text,label
"all liability of vivino , its directors , employees , agents , representatives , partners , suppliers or content providers howsoever arising for any loss suffered as a result of your use the site , service , content , user submissions or add-to link is expressly excluded to the fullest extent permitted by law , save that , if a court of competent jurisdiction determines that liability of vivino , its directors , employees , agents , representatives , partners , suppliers or content providers ( as applicable ) has arisen , the total of such liability shall be limited in aggregate to one hundred us dollars ( $ 100 ) . 
",0
"in no event shall vivino , nor its directors , employees , agents , representatives , partners , suppliers or content providers , be liable under contract , tort , strict liability , negligence or any other legal or equitable theory or otherwise ( and whether or not vivino , its directors , employees , agents , representatives , partners , suppliers or content providers had prior knowledge of the circumstances giving rise to such loss or damage ) with respect to the site , service , content , user submissions or add-to link for : 
",0
"cost of procurement of substitue goods or services . 
",0
"vivino may also impose limits on certain features and services or restrict your access to parts or all of the service without notice or liability . 
",0
"vivino shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond vivino 's reasonable control , including , without limitation , mechanical , electronic or communications failure or degradation ( including `` line-noise '' interference ) . 
",0
"we do not assume any liability for any content posted by you or any other 3rd party users of our website . 
",0
"in conjunction with the limitation of warranties as explained above , you expressly understand and agree that any claim against us shall be limited to the amount you paid , if any , for use of products and/or services . 
",0
"atlas solutions group inc. will not be liable for any direct , indirect , incidental , consequential or exemplary loss or damages which may be incurred by you as a result of using our resources , or as a result of any changes , data loss or corruption , cancellation , loss of access , or downtime to the full extent that applicable limitation of liability laws apply . 
",0
"you agree that we may , at our sole discretion , suspend or terminate your access to all or part of our website and resources with or without notice and for any reason , including , without limitation , breach of this user agreement . 
",1
"any suspected illegal , fraudulent or abusive activity may be grounds for terminating your relationship and may be referred to appropriate law enforcement authorities . 
",1
"we reserve the right to suspend or terminate your access to the services with notice to you if : ( a ) you 're in breach of these terms , ( b ) you 're using the services in a manner that would cause a real risk of harm or loss to us or other users , or ( c ) you do n't have a paid account and have n't accessed our services for 12 consecutive months . 
",1
"if after such notice you fail to take the steps we ask of you , we 'll terminate or suspend your access to the services . 
",1
"we wo n't provide notice before termination where : ( a ) you 're in material breach of these terms , ( b ) doing so would cause us legal liability or compromise our ability to provide the services to our other users , or ( c ) we 're prohibited from doing so by law . 
",1
"in countries where the following types of exclusions are n't allowed , we 're responsible to you only for losses and damages that are a reasonably foreseeable result of our failure to use reasonable care and skill or our breach of our contract with you . 
",0
"in countries where exclusions or limitations of liability are allowed , dropbox , its affiliates , suppliers or distributors wo n't be liable for : i ) any indirect , special , incidental , punitive , exemplary or consequential damages , or ii ) any loss of use , data , business , or profits , regardless of legal theory . 
",0
"these exclusions or limitations will apply regardless of whether or not dropbox or any of its affiliates has been warned of the possibility of such damages . 
",0
"other than for the types of liability we can not limit by law ( as described in this section ) , we limit our liability to you to the greater of $ 20 usd or 100 % of any amount you 've paid under your current service plan with dropbox . 
",0
"the company does not guarantee the accuracy , integrity , appropriateness or quality of any user content , and under no circumstances will the company be liable in any way for any user content . 
",0
"for the avoidance of doubt , the company will not be liable for any unauthorized use of user content by any user . 
",0
"likewise , except as set forth in this section or as required by applicable law , the company is not responsible for repairing or replacing your gifts , or providing you with any credit or refund or any other sum , in the event of : ( i ) the company 's change , suspension or termination of any gifts ; or ( ii ) for loss or damage due to service error , or any other reason . 
",0
"the company reserves the right to terminate gifts for cause immediately at its sole discretion without advance notice or liability . 
",0
"the company has discretion , however , to terminate the account of any user after receipt of a single notification of claimed infringement or upon the company 's own determination . 
",1
"accounts of users may be terminated immediately in the event of any unauthorized posting of pre-release sr samples . 
",1
"the company parties will not be subject to liability for the truth , accuracy or completeness of any content on the service or any other information conveyed to any user , or for errors , mistakes or omissions therein , or for any delays or interruptions of the data , or information stream from whatever cause . 
",0
"in no event will any company party be liable for any special , indirect , punitive , incidental or consequential damages , lost profits , or damages resulting from lost data or business interruption resulting from , or in connection with , the use or inability to use the service and any content thereon , whether based on warranty , contract , tort ( including negligence ) , or any other legal theory , even if such company party has been advised of the possibility of such damages . 
",0
"the company 's liability , and the liability of any other company parties , to you or any third parties in any circumstance is limited to the greater of the fees you have paid us for any gifts and u.s. $ 100 . 
",0
"the company reserves the right , in its sole discretion , to restrict , suspend , or terminate this eula and your access to all or any part of the service at any time without prior notice or liability if you breach any provision of this eula or violate the rights of any third party copyright owner of musical works or sound recordings . 
",0
"the company may further terminate this eula for any other reason upon ten ( 10 ) days ' notice to you using the email address associated with your account credentials . 
",1
"the company reserves the right to change , suspend , or discontinue all or any part of the service at any time without prior notice or liability . 
",0
"spotify reserves the right , in its absolute discretion , to determine your eligibility for a trial , and , subject to applicable laws , to withdraw or to modify a trial at any time without prior notice and with no liability , to the greatest extent permitted under the law . 
",0
"you acknowledge and agree that posting any such user content may result in immediate termination or suspension of your spotify account . 
",1
"to the extent permissible under applicable law , spotify reserves the right , periodically and at any time , to modify or discontinue , temporarily or permanently , functions and features of the spotify service , with or without notice , all without liability to you , except where prohibited by law , for any interruption , modification , or discontinuation of the spotify service or any function or feature thereof . 
",0
"spotify may terminate the agreements or suspend your access to the spotify service at any time , including in the event of your actual or suspected unauthorised use of the spotify service and/or content , or non-compliance with the agreements . 
",1
"if you or spotify terminate the agreements , or if spotify suspends your access to the spotify service , you agree that spotify shall have no liability or responsibility to you and spotify will not refund any amounts that you have already paid , to the fullest extent permitted under applicable law . 
",0
"you agree that , to the extent permitted by applicable law , your sole and exclusive remedy for any problems or dissatisfaction with the spotify service is to uninstall any spotify software and to stop using the spotify service . 
",0
"to the fullest extent permitted by law , in no event will spotify , its officers , shareholders , employees , agents , directors , subsidiaries , affiliates , successors , assigns , suppliers , or licensors be liable for ( 1 ) any indirect , special , incidental , punitive , exemplary , or consequential damages ; ( 2 ) any loss of use , data , business , or profits ( whether direct or indirect ) , in all cases arising out of the use or inability to use the spotify service , third party applications , or third party application content , regardless of legal theory , without regard to whether spotify has been warned of the possibility of those damages , and even if a remedy fails of its essential purpose ; or ( 3 ) aggregate liability for all claims relating to the spotify service , third party applications , or third party application content more than the amounts paid by you to spotify during the prior twelve months in question , to the extent permissible by applicable law . 
",0
"we may also impose limits on certain services or restrict your access to part or all of the services without notice or liability . 
",0
"we reserve the right to refuse service to anyone , and can monitor , terminate or suspend our services or your account at any time . 
",1
"we may also deactivate , terminate or suspend your account at any time : ( 1 ) if we , in our sole discretion , determine that you are or have been in violation of these terms or the spirit thereof ( as highlighted in our community guidelines ) , ( 2 ) if we , in our sole discretion , determine that you have created risk or possible legal exposure for under armour or any other athlete , ( 3 ) in response to requests by law enforcement or other government agencies , ( 4 ) upon discontinuance or material modification of any services , or ( 5 ) due to unexpected technical issues or problems . 
",1
"under no circumstances will myfitnesspal be responsible for any loss or damage resulting from your reliance on nutritional information . 
",0
"if you violate the community guidelines , we reserve the right to terminate your access to the services . 
",1
"as such , we are not liable for any damage or loss caused or alleged to be caused by or in connection with the use of or reliance on any such social networking services . 
",0
"if you do not pay the fees or charges due for your use of the premium services , we may make reasonable efforts to notify you and resolve the issue ; however , we reserve the right to disable or terminate your access to the premium services ( and may do so without notice ) . 
",1
"under armour reserves the right to cancel discounts and coupon promotions at any time . 
",1
"we reserve the right , in our absolute discretion , to modify or terminate any free trial offer , your access to the premium services during the free trial , or any of these terms without notice and with no liability . 
",0
"except as otherwise set out in these terms , and to the maximum extent permitted by applicable law , we are not responsible or liable , either directly or indirectly , for any injuries or damages that are sustained from your physical activities or your use of , or inability to use , any services or features of the services , including any content or activities that you access or learn about through our services ( e.g. , a third-party activity such as a yoga class ) , even if caused in whole or part by the action , inaction or negligence of under armour or by the action , inaction or negligence of others . 
",0
"to the maximum extent permitted by applicable law , you also expressly agree that we do not assume responsibility for any third-party activity or any other race , contest , class , athletic activity or event that utilizes or is promoted by or accessed via the services . 
",0
"to the maximum extent permitted by applicable law , under no circumstances ( including , without limitation , negligence ) shall under armour , its subsidiaries , partners or any wireless carriers be liable to you or any third party for ( a ) any indirect , incidental , special , reliance , exemplary , punitive , or consequential damages of any kind whatsoever ; ( b ) loss of profits , revenue , data , use , goodwill , or other intangible losses ; ( c ) damages relating to your access to , use of , or inability to access or use the services ; ( d ) damages relating to any conduct or content of any third party or athlete using the services , including without limitation , defamatory , offensive or illegal conduct or content ; and/or ( e ) damages in any manner relating to any third-party content , third-party products or third-party activities accessed via the services . 
",0
"to the maximum extent permitted by applicable law , this limitation applies to all claims , whether based on warranty , contract , tort , or any other legal theory , whether or not under armour has been informed of the possibility of such damage , and further where a remedy set forth herein is found to have failed its essential purpose . 
",0
"to the maximum extent permitted by applicable law , the total liability of under armour , for any claim under these terms , including for any implied warranties , is limited to the greater of one thousand dollars ( us $ 1,000.00 ) or the amount you paid us to use the applicable service ( s ) in the past twelve months . 
",0
"in particular , to the extent permitted by applicable law , we are not liable for any claims arising out of ( a ) your use of the services ( including but not limited to your participation in any activities promoted by or accessed via the services ) , ( b ) the use , disclosure , display , or maintenance of an athlete 's personal data and/or location data , ( c ) any other interactions with us or any other athletes using the services , even if we have been advised of the possibility of such damages , or ( d ) other content , information , services or goods received through or advertised on the services or received through any links provided with the services . 
",0
"we may terminate your whatsapp account if you repeatedly infringe the intellectual property rights of others . 
",1
"the whatsapp parties will not be liable to you for any lost profits or consequential , special , punitive , indirect , or incidental damages relating to , arising out of , or in any way in connection with our terms , us , or our services , even if the whatsapp parties have been advised of the possibility of such damages . 
",0
"our aggregate liability relating to , arising out of , or in any way in connection with our terms , us , or our services will not exceed the greater of one hundred dollars ( $ 100 ) or the amount you have paid us in the past twelve months . 
",0
"the foregoing disclaimer of certain damages and limitation of liability will apply to the maximum extent permitted by applicable law . 
",0
"notwithstanding anything to the contrary in our terms , in such cases , the liability of the whatsapp parties will be limited to the fullest extent permitted by applicable law . 
",0
"we may discontinue some or all of our services , including certain features and the support for certain devices and platforms , at any time . 
",1
"zynga reserves the right to stop offering and/or supporting the service or a particular game or part of the service at any time either permanently or temporarily , at which point your license to use the service or any part of it will be automatically terminated or suspended . 
",1
"if that happens , zynga is not required to provide refunds , benefits or other compensation to players in connection with discontinued elements of the service or for virtual goods previously earned or purchased . 
",0
"if you violate these terms , or any of our other terms that apply to you , we may take action against you , up to and including permanently suspending your account in addition , you may be breaking the law , including violations of zynga 's intellectual property rights . 
",1
"we may delete or terminate accounts that are inactive ( i.e. , not logged into ) for 180 days . 
",1
"any such transfer or attempted transfer is prohibited and void , and we may terminate your account because of it . 
",1
"you acknowledge that zynga is not required to provide a refund for any reason , and that you will not receive money or other compensation for unused virtual items when an account is closed , whether such closure was voluntary or involuntary , or whether you made a payment through zynga.com or another platform such as apple , google , facebook , or any other sites or platforms where we offer our services . 
",0
"we are not liable for any claim relating to any content , goods and/or services of third parties . 
",0
"we reserve the right to terminate any player 's access to the service if we determine that the player is a `` repeat infringer . '' 
",1
"you acknowledge that zynga and the zynga affiliates are not liable ( 1 ) for any indirect , incidental , special , exemplary or consequential damages , including for loss of profits , goodwill or data , in any way whatsoever arising out of the use of , or inability to use , the service ; or ( 2 ) for the conduct of third parties , including other users of the service and operators of external sites . 
",0
"to the fullest extent allowed by any law that applies , the disclaimers of liability in these terms apply to all damages or injury caused by the service , or related to use of , or inability to use , the service , under any cause of action in any jurisdiction , including , without limitation , actions for breach of warranty , breach of contract or tort ( including negligence ) . 
",0
"to the maximum extent permissible under applicable laws , the total liability of zynga and/or the zynga affiliates is limited to the total amount you have paid zynga and/or the zynga affiliate in the one hundred and eighty days ( 180 ) days immediately preceding the date on which you first assert any such claim . 
",0
"because our services evolve over time , we may change or discontinue all or any part of the services at any time and without notice . 
",1
"if you do n't , we might have to suspend or terminate your account . 
",1
"to the extent permitted by applicable law , niantic , the pokémon company ( `` tpc '' ) , and tpci disclaim all liability related to any property damage , personal injury , or death that may occur during your use of our services , including any claims based on the violation of any applicable law , rule , or regulation or your alleged negligence or other tort liability . 
",0
"any such sale , transfer , or exchange ( or attempt to do so ) is prohibited and may result in the termination of your account . 
",1
"any such sale , transfer , or exchange ( or attempt to do so ) is prohibited and may result in the termination of your account . 
",1
"we have no obligation or responsibility to , and will not reimburse or refund , you for any trading items , virtual money , or virtual goods lost due to such cancellation , suspension , or termination . 
",0
"you acknowledge that niantic is not required to provide a refund for any reason , and that you will not receive money or other compensation for unused virtual money and virtual goods when your account is closed , whether such closure was voluntary or involuntary . 
",0
"it is niantic 's policy to terminate in appropriate circumstances account holders who repeatedly infringe or are believed to be repeatedly infringing the rights of copyright holders . 
",1
"we may terminate your access to and use of the services , at our sole discretion , at any time and without notice to you . 
",1
"to the extent permitted by applicable law , neither niantic nor tpc or tpci or any other party involved in creating , producing , or delivering the services or content will be liable to you for any indirect , incidental , special , punitive , exemplary , or consequential damages , including lost profits , loss of data , or goodwill , service interruption , computer damage , or system failure or the cost of substitute services , arising out of or in connection with these terms , or from the use of or inability to use the services or content , or from any communications , interactions , or meetings with other users of the services or persons with whom you communicate or interact as a result of your use of the services , whether based on warranty , contract , tort ( including negligence ) , product liability , or any other legal theory , and whether or not niantic , tpc , or tpci have been advised of the possibility of such damages , even if a limited remedy set forth herein is found to have failed of its essential purpose . 
",0
"in no event will the total liability of niantic , tpc , or tpci arising out of or in connection with these terms or from the use of or inability to use the services or content exceed one thousand dollars ( $ 1,000 ) . 
",0
"we may terminate your account if you repeatedly infringe the intellectual property rights of others . 
",1
"the masquerade parties will not be liable for any lost profits or indirect , special , incidental , consequential , exemplary , or punitive damages relating to , arising out of , or in any way in connection with these terms and policies , us , our services , or any content even if the masquerade parties have been advised of the possibility of such damages . 
",0
"our aggregate liability relating to , arising out of , or in any way in connection with masquerade 's terms and policies , us , our services , or any content will not exceed the greater of one hundred dollars ( $ 100 ) or the amount you have paid masquerade in the past twelve months . 
",0
"the foregoing disclaimer of certain damages and limitation of liability will apply to the maximum extent permitted by applicable law . 
",0
"notwithstanding anything to the contrary in our terms , in such cases , the liability of the masquerade parties will be limited to the fullest extent permitted by applicable law . 
",0
"we may suspend , or terminate your access to or use of our services anytime for any reason , such as if you violate the letter or spirit of our terms and polices , or create harm , risk , or possible legal exposure for us , our users , or others . 
",1
"you acknowledge that breaching travel provider terms could result in the cancellation of tickets or reservations , revocation of frequent flier miles and other benefits , and additional charges . 
",1
"skyscanner has no responsibility whatsoever for any arrangements you make with any third party as a result of your use of the skyscanner services and/or skyscanner platforms ( including , without limitation , any travel provider ) . 
",0
"we have no control over the contents of those sites or resources and accept no responsibility for them or for any loss or damage that may arise from your use of them . 
",0
"each individual advertiser is solely responsible for the content of its advertising material and skyscanner accepts no responsibility for the content of advertising material , including , without limitation , any error , omission or inaccuracy therein . 
",0
"to the maximum extent permitted by law , we ( together with our officers , directors , employees , representatives , affiliates , providers and third parties ) do not accept any liability for ( a ) any inaccuracies or omissions in the content displayed on or via the skyscanner services and/or skyscanner platforms ; or ( b ) any act of god , accident , delay or any special , exemplary , punitive , indirect , incidental or consequential loss or damage of any kind ( including , without limitation , lost profits or lost savings ) , whether based in contract , tort ( including negligence ) , strict liability or otherwise , incurred by you arising out of or in connection with your access to , use of , or inability to access or use , the skyscanner services and/or skyscanner platforms or any content contained provided therein . 
",0
"subject to these terms and to the extent permitted by law , our maximum aggregate liability to you arising out of or in connection with these terms or your access to , use of , or inability to access or use , the skyscanner services and/or skyscanner platforms shall be limited to the sum of # 100 ( one hundred pounds sterling ) . 
",0
"skyscanner may in its absolute discretion immediately terminate any agreement with you under these terms at any time upon notice to you and/or , if you have a log-in account , by cancelling your membership and your access to your account . 
",1
"skyscanner may suspend your use of the skyscanner services and/or skyscanner platforms without notice at any time , without incurring any liability to you whatsoever . 
",1
"we do not sell your personal information or data to third parties or advertisers . 
",0
"your personal data is stored securely and is only accessible by you . 
",0
"we implement industry-standard encryption to protect all information you provide to us . 
",0
"no information provided by the user is sold to any outside parties or marketing agencies . 
",0
"all of the information you provide us will be kept private and confidential . 
",0
"we will not share your private messages or content with any third party without your explicit consent . 
",0
"you have the right to request a copy of your data or its immediate deletion at any time . 
",0
"we do not track your location or browsing activity outside of our platform . 
",0
"your data is used solely to provide and improve the service and for no other purpose . 
",0
"we do not use your personal content to train external artificial intelligence models . 
",0
"we will never disclose your identity to other users without your permission . 
",0
"your payment information is processed by a secure third party and is never stored on our servers . 
",0
"we do not share your contact list or address book with any other applications . 
",0
"you can opt out of all data collection except what is strictly necessary for the service to function . 
",0
"we provide clear notice and ask for your permission before accessing your camera or microphone . 
",0
"your account data is encrypted at rest and in transit using secure protocols . 
",0
"we do not sell, rent, or lease our customer lists to third parties . 
",0
"protecting your privacy is our primary concern and we strive to minimize data collection . 
",0
"we only retain your personal data for as long as is necessary to provide the requested services . 
",0
"any information shared with partners is anonymized and cannot be linked back to you personally . 
",0
